Id,Compagnie/Airline,Code IATA/  IATA code,Code OACI/  ICAO code,Pays/Country,Website,Remarques/Remarks
778.0,GLOBAL SUPPLY SYSTEMS,XH,GSS,Grande Bretagne/U.K.,www.gssair.co.uk,
781.0,GO!,YV,ASH,USA,www.iflygo.com,
782.0,GOAIR,G8,GOW,Inde/India,www.goair.in,
783.0,GOL TRANSPORTES AEREOS,G3,GLO,Brésil/Brazil,www.voegol.com.br,
784.0,GOLDEN AIR,DC,GAO,Suède/Sweden,www.goldenair.se,
786.0,GOLDEN INTERNATIONAL AIRLINES,,GTC,Turquie/Turkey,www.golden-airlines.com,
787.0,GOLDWING AIRLINES,,GDW,Italie/Italia,,Fin des opérations : mars 2001 / Date of end of operations : March 2001
788.0,GOMELAVIA,YD,GOM,Belarus,,Fin des opérations : 22 février 2011 / Date of end of operations : 22 February 2011
790.0,GRAND AIRE EXPRESS,GA,GAE,USA,www.grandaire.com,
791.0,GRAND AIRWAYS,QD,GNV,U.S.A.,,Fin des opérations : janvier 1996 / Date of end of operations : January 1996
792.0,GRAND CANYON AIRLINES,YE,CVU,USA,www.grandcanyonairlines.com,
793.0,GRAND CHINA EXPRESS AIR,GS,GDC,Chine/China,,
794.0,GRANDAIR,8L,GDI,Philippines,,Fin des opérations : 1998 / Date of end of operations : 1998
795.0,GREAT CHINA AIRLINES,IF,CGA,Taiwan,,Fusionna avec Uni Air en janvier 1998/Merged with Uni Air in January 1998
796.0,GREAT LAKES AIRLINES,ZK,GLA,USA,www.greatlakesav.com,
797.0,GREAT WALL AIRLINES,IJ,GWL,Chine/China,,Fin des opérations : 1 juin 2011 / Date of end of operations : 1 June 2011
799.0,GRIXONA,,GXA,Moldavie/Moldova,www.grixona.com,
801.0,GTI AIRLINES,TD,GKT,Turquie/Turkey,,Fin des opérations : 1998 / Date of end of operations : 1998
802.0,GUINEE AIR SERVICE,GI,GIS,Guinée/Guinea,,
803.0,GUINEA ECUATORIAL AIRLINES,,GEA,Guinée Equatoriale/Equatorial Guinea,,
804.0,GULF AIR,GF,GFA,Bahrain,www.gulfairco.com,
806.0,GULFSTREAM INTERNATIONAL AIRLINES,3M,GFT,USA,www.gulfstreamair.com,
807.0,HAGELAND AVIATION SERVICES,H6,HAG,USA,www.hageland.com,
808.0,HAINAN AIRLINES,HU,CHH,Chine/China,www.hnair.com,
810.0,HALCYONAIR CABOVERDE AIRWAYS,7Z,HCV,Cap Vert/Cabo Verde,www.halcyonair.com,
811.0,HAMBURG AIRLINES,HX,HAS,Allemagne/Germany,,Fin des opérations : fin 1997 / Date of end of operations : end of 1997
812.0,HAMBURG INTERNATIONAL,4R,HHI,Allemagne/Germany,,Fin des opérations : 19 octobre 2010 / Date of end of operations : 19 October 2010
813.0,HANSUNG AIRLINES,,HAN,Corée du Sud/South Korea,,Fin des opérations : 18 octobre 2008 / Date of end of operations : 18 October 2008
814.0,HAPAGFLY,HF,HLF,Allemagne/Germany,,Hapagfly+Hapag-Lloyd Express = Tuyfly
815.0,HAPAG-LLOYD EXPRESS,X3,HLX,Allemagne/Germany,,Hapagfly+Hapag-Lloyd Express = Tuyfly
816.0,HARBOUR AIR SEAPLANES,H3,HES,Canada,www.harbour-air.com,
817.0,HARLEQUIN AIR,JH,HLQ,Japon/Japan,,Fin des opérations : avril 2005 / Date of end of operations : April 2005
818.0,HARMONY AIRWAYS,HQ,HMY,Canada,www.hmyairways.com,Fin des opérations : 9 avril 2007 / Date of end of operations : 9 April 2007
819.0,HEAVYLIFT CARGO AIRLINES,HN,HVL,Australie/Australia,www.heavyliftcargo.com,
820.0,HELIJET INTERNATIONAL,JB,JBA,Canada,www.helijet.com,
821.0,HELIOS AIRWAYS,ZU,HCI,Grèce/Greece,,Rebaptisée Ajet Airways le 17 mars 2006/Renamed Ajet Airways on 17 March 2006
822.0,HELIOPOLIS,,HEP,Egypte/Egypt,,Fin des opérations : 1998 / Date of end of operations : 1998
823.0,HELLAS JET,T4,HEJ,Grèce/Greece,www.hellas-jet.com,Fin des opérations : 2010 / Date of end of operations : 2010
824.0,HELVETIC AIRWAYS,2L,OAW,Suisse/Switzerland,www.helvetic.com,
825.0,HEMUS AIR,DU,HMS,Bulgarie/Bulgaria,www.hemusair.bg,
826.0,HEWA BORA AIRWAYS,EO,ALX,Rép. Dém. Du Congo/Dem. Rep. Of Congo,,Fin des opérations : juillet 2011 / Date of end of operations : July 2011
827.0,HEX'AIR,UD,HER,France,www.hexair.com,
828.0,HIGHLAND AIRWAYS,8H,HWY,Grande Bretagne/U.K.,www.highlandairways.co.uk,
830.0,HISPANIA,HI,HSL,Espagne/Spain,,Fin des opérations : 1989 / Date of end of operations : 1989
831.0,HI FLY,5K,HFY,Portugal,www.hifly.pt,
832.0,HOLA AIRLINES,H5,HOA,Espagne/Spain,www.holaairlines.com,
834.0,HOLIDAY AIR,HW,HLD,Turquie/Turkey,,Fin des opérations : 1997 / Date of end of operations : 1997
836.0,HONG KONG AIRLINES,NX,CRK,Chine/China,www.hkairlines.com,
837.0,HONG KONG EXPRESS AIRWAYS,UO,HKE,Chine/China,www.hongkongexpress.com,
839.0,HORIZON AIR,QX,QXE,USA,www.horizonair.com,
841.0,IBA INTERNATIONAL BUSINESS AIR,U5,IBZ,Suède/Sweden,www.iba.nu,
842.0,IBC AIRWAYS,II,CSQ,USA,www.ibcinc.com,
843.0,IBERIA,IB,IBE,Espagne/Spain,www.iberia.com,Fin des opérations : 19 janvier 2004 / Date operations ceased : 19 January 2004
844.0,IBERTRANS AEREA,,IBT,Espagne/Spain,www.alaire.aero,
845.0,IBERWORLD AIRLINES,TY,IWD,Espagne/Spain,www.iberworld.com,Voir / See Orbest Orizonia Airlines
846.0,IBEX AIRLINES,FW,IBX,Japon/Japan,www.ibexair.co.jp,
847.0,ICARO AIR,XB,ICD,Equateur/Ecuador,www.icaro.com.ec,
848.0,ICELAND EXPRESS,5W,AEU,Islande/Iceland,,Cessa de voler le 24 octobre 2012 quand WOW acquit ses opérations et son réseau/Ceased flying on 24 October 2012 when WOW acquiered its operations an network
849.0,ICELANDAIR,FI,ICE,Islande/Iceland,www.icelandair.net,
850.0,ICELANDAIR CARGO,FI,ICE,Islande/Iceland,www.icelandaircargo.is,
851.0,ICELANDIC MD,R1,MDA,Islande/Iceland,,Rebaptisée MD Airlines en 2000/Rebranded MD Airlines in 2000
852.0,IMAIR AIRLINES,IK,ITX,Azerbaijan,www.imair.com,
853.0,IMPULSE AIRLINES,VQ,OOA,Australie/Australia,,Fusionna avec Qantas pour former Qantas Link Ltd en 2001/Merged with Qantas to form Qantas Link Ltd in 2001
854.0,INDEPENDANCE AIR,DH,BLR,U.S.A.,,Fin des opérations : 5 janvier 2006 / Date of end of operations : 5 January 2006
855.0,INDIAN AIRLINES,IC,IAC,Inde/India,www.indian-airlines.nic.in,Fusionnée avec Air India le 27 août 2007 / Merged into Air India on 27 August 2007
856.0,INDIGO AIRLINES,6E,IGO,Inde/India,www.interglobe.com,
857.0,INDONESIA AIR TRANSPORT - IAT,I8,IDA,Indonésie/Indonesia,www.iat.co.id,
858.0,INDONESIA AIRASIA,QZ,AWQ,Indonésie/Indonesia,www.airasia.com,
862.0,INTER AIR SOUTH AFRICA,D6,ILN,Afrique du Sud/South Africa,www.interair.co.za,
863.0,INTERAMERICA,,INE,Mexique/Mexico,,Fin des opérations : 1994 / Date of end of operations : 1994
864.0,INTER EUROPEAN AIRWAYS,IP,IEA,Grande Bretagne/U.K.,,Racheté par Airtours International en 1994/Bought by Airtours International in 1994
865.0,INTERAVIA AIRLINES,ZA,SUW,Russie/Russia,,Fin des opérations : 17 octobre 2008 / Date of end of operations : 17 October 2008
866.0,INTER-CANADIEN,CP,ICN,Canada,,Fusionna avec Canadian Regional en 2000/Merged with Canadian Regional in 2000
867.0,INTERCONTINENTAL DE AVIATION,RS,ICT,Colombie/Colombia,,Fin des opérations : 2005 / Date of end of operations : 2005
868.0,INTERISLAND AIRLINES,,ISN,Philippines,www.interislandairlines.com,
869.0,INTERJET,4O,AIJ,Mexique/Mexico,www.interjet.com.mx,
870.0,INTERLINK AIRLINES,ID,ITK,Afrique du Sud/South Africa,www.interlinkairlines.com,
872.0,INTERSKY,3L,ISK,Autriche/Austria,www.intersky.biz,
874.0,INVERSIJA,,INV,Lituanie/Lithuania,,Fin des opérations : 16 mars 2010 / Date of end of operations : 16 March 2010
875.0,IRAN AIR,IR,IRA,Iran,www.iranair.com,
876.0,IRAN AIR TOURS,B9,IRB,Iran,www.iranairtours.com,
877.0,IRAN ASEMAN AIRLINES,EP,IRC,Iran,www.iaa.ir,
878.0,IRANIAN AIR TRANSPORT,,IRG,Iran,www.iatc-ir.com,
879.0,IRAQI AIRWAYS,IA,IAW,Iraq,,Fin des opérations : mai 2010 / Date of end of operations : May 2010
880.0,IRS AIRLINES,,LVB,Nigéria/Nigeria,www.flyirsairlines.com,
882.0,ISLAND AIR,WP,PRI,USA,www.islandair.com,
883.0,ISLAND AVIATION,,SOY,Philippines,,
884.0,ISLAS AIRWAYS,IF,ISW,Espagne/Spain,www.islasairways.com,Fin des opérations : 16 octobre 2012 / Date of end of operations : October 16 2012
885.0,ISLEÑA AIRLINES,WC,ISV,Honduras,www.flyislena.com,
886.0,ISTAMBUL AIRLINES,IL,IST,Turquie/Turkey,,Fin des opérations : août 2000 / Date of end of operations : August 2000
887.0,ITALI AIRLINES,FS,ACL,Italie/Italia,,Fin des opérations : 11 mars 2011 / Date of end of operations : 11 March 2011
888.0,ITALY FIRST,IF,IFS,Italie/Italia,www.italyfirst.it,
889.0,IZAIR,H9,IZM,Turquie/Turkey,www.izair.com.tr,
891.0,IZHAVIA,,IZA,Russie/Russia,www.izhavia.udm.ru,
892.0,J D VALENCIANA,V5,JDV,Vénézuela/Venezuela,,Fin des opérations : 1993 / Date of end of operations : 1993
893.0,JADE CARGO INTERNATIONAL,JI,JAE,Chine/China,www.jadecargo.com,
894.0,JAL EXPRESS,JC,JEX,Japon/Japan,www.jal.co.jp/jex,
895.0,JALWAYS,JO,JAZ,Japon/Japan,,Fin des opérations : 1 décembre 2010 / Date of end of operations : 1 December 2010
896.0,JAPAN AIR COMMUTER,3X,JAC,Japon/Japan,www.jac.co.jp,
897.0,JAPAN AIRLINES DOMESTIC,JL,JLJ,Japon/Japan,,Fin des opérations : 1 octobre 2006/Date operations ceased : 1 October 2006
898.0,JAPAN AIRLINES INTERNATIONAL,JL,JAL,Japon/Japan,www.jal.co.jp,
899.0,JATAYU AIRLINES,VJ,JTY,Indonésie/Indonesia,,Fin des opérations : 26 juin 2007 / Date of end of operations : 26 June 2007
900.0,JAZEERA AIRWAYS,J9,JZR,Koweit/Kuwait,www.jazeeraairways.com,
901.0,JERSEY EUROPEAN,JY,JEA,Grande Bretagne/U.K.,,Rebaptisée British European Airways en mai 2000/Rebranded British European Airways in May 2000
902.0,JEJU AIR,7C,JJA,Corée du Sud/South Korea,www.jejuair.net,
903.0,JES AIR,JX,JES,Bulgarie/Bulgaria,,Fin des opérations : 1993 / Date of end of operations : 1993
904.0,JET AIRWAYS,9W,JAI,Inde/India,www.jetairways.com,
905.0,JET TIME,JO,JTG,Danemark/Denmark,www.jet-time.dk,
906.0,JET ASIA,,CYG,Chine/China,www.jetasia.com,
907.0,JET X,GX,JXX,Islande/Iceland,www.jetx.it,
908.0,JET4YOU,8J,JFU,Maroc/Morocco,www.jet4you.com,
910.0,JETBLUE AIRWAYS,B6,JBU,USA,www.jetblue.com,
911.0,JETCONNECT,,QNZ,Nouvelle Zélande/New Zealand,www.jetconnect.co.nz,
913.0,JETCRAFT AVIATION,,JCC,Australie/Australia,www.jetcraft.com.au,
914.0,JETSTAR,JQ,JST,Australie/Australia,www.jetstar.com.au,
915.0,JETSTAR ASIA,3K,JSA,Singapour/Singapore,www.jetstarasia.com,
916.0,JETT8 AIRLINES CARGO,JX,JEC,Singapour/Singapore,www.jett8airlines.com,
917.0,JOB AIR,3B,JBR,République Tchèque/Czech Republic,www.jobair.cz,
918.0,JOHNSONS AIR,,JON,Ghana,,
919.0,JUBA AIR CARGO,,JUC,Soudan/Sudan,www.jubacargo.com,
921.0,JUNEYAO AIRLINES,HO,DKH,Chine/China,www.juneyaoairlines.com,
922.0,KABO AIR,N9,QNK,Nigéria/Nigeria,,
923.0,KALITTA AIR,K4,CKS,USA,www.kalitaair.com,
924.0,KALITTA CHARTERS,,KFS,USA,www.kalittacharters.com,
925.0,KAM AIR,RQ,KMF,Afghanistan,www.flykamair.com,
926.0,KAMPUCHEA AIRLINES,E2,KMP,Thailande/Thailand,,
927.0,KARAIR,KR,KAR,Finlande,,Fusionna avec Finnair en 1996/Merged with Finnair in 1996
928.0,KARAT AIR,V2,AKT,Russie/Russia,,Fin des opérations : 2008 / Date of end of operations : 2008
929.0,KARTHAGO AIRLINES,5R,KAJ,Tunisie/Tunisia,,Fin des opérations : 20 janvier 2011 / Date of end of operations : 20 January 2011
930.0,KARTIKA AIRLINES,3Y,KAE,Indonésie/Indonesia,www.kartika-airlines/com,
931.0,KATO AIRLINE,6S,KAT,Norvège/Norway,,Fin des opérations : 1 septembre 2008 / Date of end of operations : 1 September 2008
932.0,KAVMINVODYAVIA (KMV),KV,MVD,Russie/Russia,,Fin des opérations : 28 septembre 2011 / Date of end of operations : 28 September 2011
933.0,KAZAIR WEST,,KAW,Kazakhstan,www.kazairwest.com,Fin des opérations : avril 2010 / Date of end of operations : April 2010
934.0,KAZAN AIR ENTERPRISE,,KKA,Russie/Russia,www.kazanavia.com,
935.0,KD-AVIA,KD,KLN,Russie/Russia,www.kdavia.eu,
936.0,KELOWNA FLIGHTCRAFT AIR CHARTER,KW,KFA,Canada,www.flighcraft.ca,
937.0,KENN BOREK AIR,4K,KBA,Canada,www.borekair.com,
938.0,KEY AIRLINES,9D,KEY,U.S.A.,,Fin des opérations : 1993 / Date of end of operations : 1993
939.0,KEY LIME AIR,KG,LYM,USA,www.keylimeair.com,
940.0,KHABAROVSK AIRLINES,H8,KHB,Russie/Russia,,
941.0,KHORS AIR COMPANY,X9,KHO,Ukraine,www.khors.com.ua,
942.0,KIBRIS TÜRK HAVA YOLLARI,YK,KYV,Chypre/Cyprus,,Fin des opérations : 21 juin 2010 / Date of end of operations : 21 June 2010
943.0,KINGFISHER AIRLINES,IT,KFR,Inde/India,www.flykingfisher.com,Fin des opérations : 30 septembre 2012 / Date of end of operations :September 30 2012
944.0,KINSHASA AIRWAYS,,KNS,Rép. Dém. Du Congo/Dem. Rep. Of Congo,,
945.0,KIROV AIRLINE,,KTA,Russie/Russia,,
946.0,KISH AIR,Y9,IRK,Iran,www.kishairlines.com,
948.0,KIWI INTERNATIONAL AIRLINES,KP,KIA,U.S.A.,,Fin des opérations : septembre 1999 / Date of end of operations : September 1999
950.0,KIWI TRAVEL INTERNATIONAL AIRLINES,KC,KIC,Australie/Australia,,Fin des opérations : septembre 1996 / Date of end of operations : September 1996
951.0,KLM,KL,KLM,Pays-Bas/Netherlands,www.klm.com,
952.0,KLM ALPS,A6,LPV,Suisse/Switzerland,,Rebaptisée Air Alps Aviation en 2001/Renamed Air Alps Aviation in 2001
953.0,KLM CITYHOPPER,WA,KLC,Pays-Bas/Netherlands,www.klmcityhopper.nl,
954.0,KMV - KAVMINVODYAVIA,KV,MVD,Russie/Russia,,
955.0,KNIGHTHAWK AIR EXPRESS,4I,KNX,Canada,,License suspendue le 9 novembre 2005/License suspended on 9 November 2005
956.0,KOLAVIA (KOGALYM AVIA),7K,KGL,Russie/Russia,www.kolavia.aero,
957.0,KOMIAVIATRANS,,KMA,Russie/Russia,,
958.0,KOMINTERAVIA,8J,KMV,Russie/Russia,,
959.0,KORAL BLUE,K7,KBR,Egypte/Egypt,,
960.0,KOREAN AIR,KE,KAL,Corée du Sud/South Korea,www.koreanair.com,
961.0,KOSMAS AIR,,KMG,Serbie/Serbia,,Fin des opérations : 2008 / Date of end of operations : 2008
962.0,KRASAIR,7B,KJC,Russie/Russia,,Fin des opérations : 1 novembre 2008 / Date of end of operations : 1 November 2008
963.0,KUBAN AIRLINES,GW,KIL,Russie/Russia,www.alk.ru,
964.0,KULULA.COM,MN,CAW,Afrique du Sud/South Africa,www.kulula-air.com,
965.0,KUNMING AIRLINES,KY,KNA,Chine/China,,
966.0,KYRGYSTAN (ALTYN AIR),QH,LYN,Kyrgystan,www.air.kg,
967.0,KYRGYSTAN AIRLINES,R8,KGA,Kyrgystan,www.kyrgyzair.com,
968.0,LAB FLYING SERVICE,JF,LAB,USA,www.labflying.com,
969.0,LACSA - LINEAS EREAS COSTARRICENSES,LR,LRC,Costa Rica,www.centralamerica.com/cr/lacsa/lacsa.htm,
970.0,LADE - LINEAS AEREAS DEL ESTADO,5U,LDE,Argentine/Argentina,www.lade.com.ar,
971.0,LADECO - LINEAS AEREAS DEL COBRE,UC,LCO,Chili,,Fusionnée avec Lan Chile en 2001/Merged with Lan Chile in 2001
973.0,L'AEROPOSTALE,5S,ARP,France,,Rebaptisée Europe Airpost en 2000/Renamed Europe Airpost in 2000
974.0,LAN AIRLINES,LA,LAN,Chili/Chile,www.lan.com,
975.0,LAN ARGENTINA,4M,DSM,Argentine/Argentina,www.lan.com,
976.0,LAN CARGO,UC,LCO,Chili/Chile,www.lancargo.com,
977.0,LAN DOMINICANA,4M,LNC,République Dominicaine/Dominican Republic,,Fin des opérations : 2006 / Date of end of operations : 2006
978.0,LAN ECUADOR,XL,LNE,Equateur/Ecuador,www.lan.com,
980.0,LANDSFLUG,X9,ISL,Islande/Iceland,www.landsflug.is,
981.0,LAO AIRLINES,QV,LAO,Laos,www.lao-airlines.com,
983.0,LAR TRANSREGIONAL (LINHAS AEREAS REGIONAIS),TH,PDF,Portugal,,Fin des opérations : 1993 / Date of end of operations : 1993
985.0,LAUDA AIR,NG,LDA,Autriche/Austria,www.laudaair.com,
986.0,LAUDA AIR ITALIA,L4,LDI,Italie/Italia,,Intégrée dans Livingston en septembre 2005/Integrated in Livingston in September 2005
987.0,L'AVION,AO,AVI,France,www.lavion.com,
988.0,LEGEND AIRLINES,LC,A68,U.S.A.,,Fin des opérations : décembre 2000 / Date of end of operations : December 2000
989.0,LEISURE AIR,WA,LWD,U.S.A.,,Fin des opérations : 1995 / Date of end of operations : 1995
991.0,LFH LUFTVERKEHR FRIESLAND HARLE,,LFH,Allemagne/Germany,www.inselflieger.de,
992.0,LIAT,LI,LIA,Antigua,www.fly-liat.com,
993.0,LIBYAN ARAB AIR CARGO,LC,LCR,Libye/Libya,,
994.0,LIGNES AERIENNES CONGOLAISES,4V,LCG,Rép. Dém. Du Congo/Dem. Rep. Of Congo,www.lac.cd,
997.0,LINEAS AEREAS CANARIAS,EN,LCN,Espagne/Spain,,Fusionna avec Nortjet en 1991 pour former Meridiana Air/Merged with Nortjet in 1991 to form Meridiana Air
999.0,LINEAS AEREAS SURAMERICANAS,LA,LAU,Colombie/Colombia,www.lascargo.com,
1000.0,LION AIR,JT,LNI,Indonésie/Indonesia,www.lionair.co.id,
1001.0,LIONAIR,GZ,LIR,Luxembourg/Luxemburg,,Fin des opérations : 1990 / Date of end of operations : 1990
1002.0,LLOYD AEREO BOLIVIANO - LAB AIRLINES,LB,LLB,Bolivie/Bolivia,www.labairlines.com.bo,
1003.0,LOGANAIR,LM,LOG,Grande Bretagne/U.K.,www.loganair.co.uk,
1005.0,LONDON CITY AIRWAYS,II,LCY,Grande Bretagne/U.K.,,Fusionna avec British Midland en septembre 1990/Merged with British Midland in September 1990
1006.0,LOT POLISH AIRLINES,LO,LOT,Pologne/Poland,www.lot.com,
1008.0,LTE VOLAR AIRLINES,XO,LTE,Espagne/Spain,,Fin des opérations : 1 décembre 2008 / Date of end of operations : 1 December 2008
1009.0,LTS,LT,LTS,Allemagne/Germany,,Rebaptisée LTU Süd en janvier 1988/Renamed LTU Süd in January 1988
1010.0,LTU SÜD,LT,LTS,Allemagne/Germany,,Fusionna avec LTU début 1997/Merged with LTU on early 1997
1011.0,LUCKY AIR,8L,LKE,Chine/China,www.luckyair.net,
1012.0,LUFTFAHRTGESELLSCHAFT WALTER,HE,LGW,Allemagne/Germany,www.lgw.de,
1013.0,LUFTHANSA CARGO,LH,GEC,Allemagne/Germany,www.lufthansa-cargo.com,
1014.0,LUFTHANSA CITYLINE,CL,CLH,Allemagne/Germany,www.lufthansacityline.com,
1015.0,LUXOR AIR,,LXO,Egypte/Egypt,,
1017.0,LYNX AIR INTERNATIONAL,,LXF,USA,www.Lynxair.com,
1019.0,MACEDONIAN AIRLINES (MAT),IN,MAK,Macédoine/Macedonia,www.mat.com.mk,
1020.0,MAERSK AIR,DM,DAN,Danemark/Denmark,,Fusionna en septembre 2005 avec Sterlink pour former Sterling Airlines/Merged with Sterling in September 2005 to form Sterling Airlines
1022.0,MAGIC BIRD,,MGC,Pays-Bas/Netherlands,www.magicbird.nl,
1023.0,MAGNICHARTERS,UJ,GMT,Mexique/Mexico,www.magnicharters.com.mx,
1024.0,MAHALO AIR,8M,MLH,U.S.A.,,Liquidée en février 1998/Liquidated in February 1998
1026.0,MALÉV,MA,MAH,Hongrie/Hungary,,Fin des opérations : 3 février 2012 / Date of end of operations : 3 February 2012
1027.0,MALÉV EXPRESS,MA,MEH,Hongrie/Hungary,,Fin des opérations : 1 mai 2005 / Date of end of operations : 1 mai 2005
1028.0,MALIFT AIR,,MLC,Rép. Dém. Du Congo/Dem. Rep. Of Congo,www.malila.cd/engindex.htm,
1029.0,MALMÖ AVIATION,TF,SCW,Suède/Sweden,www.malmoaviation.se,
1030.0,MANDALA AIRLINES,RI,MDL,Indonésie/Indonesia,,Fin des opérations : 13 janvier 2011 / Date of end of operations : 13 January 2011
1031.0,MANGO,JE,MNO,Afrique du Sud/South Africa,www.flymango.com,
1033.0,MANX2,NM,BPS,Grande Bretagne/U.K.,www.manx2.com,
1034.0,MARTINAIR,MP,MPH,Pays-Bas/Netherlands,www.martinair.com,
1035.0,MARTINAIRE,,MRA,USA,www.martinaire.com,
1036.0,MAS AIR,M7,MAA,Mexique/Mexico,www.masair.com,
1038.0,MAXIMUS AIR CARGO,,MXU,Emirats Arabes Unis/United Arab Emirates,www.maximusaircargo.ae,
1040.0,MAYA ISLAND AIR,MY,MYD,Belize,www.mayaairways.com,
1041.0,MC CLAIN AIRLINES,MU,MCB,U.S.A.,,Fin des opérations : février 1987 / Date of end of operations : February 1987
1043.0,MEDAVIA,N5,MDM,Malte/Malta,www.medavia.com.mt,
1044.0,MEDITERRANEAN AIR FREIGHT,,MDF,Grèce/Greece,,
1045.0,MENAJET,IM,MNJ,Liban/Lebanon,www.menajet.com,
1046.0,MERIDIANA FLY,IG,ISS,Italie/Italia,www.meridiana.com,
1047.0,MERLIN AIRWAYS,,MEI,USA,,
1048.0,MERPATI NUSANTARA,MZ,MNA,Indonésie/Indonesia,www.merpati.com.id,
1049.0,MESA AIRLINES,YV,ASH,USA,www.mesa-air.com,
1050.0,MESABA AIRLINES,XJ,MES,USA,www.mesaba.com,Fusionnée dans Pinnacle Airlines en janvier 2012/Merged into Pinnacle Airlines in January 2012
1051.0,META MESQUITA TRANSPORTES AEREOS,,MSQ,Brésil/Brazil,www.voemeta.com,
1052.0,METROJET,US,MET,U.S.A.,,Fin des opérations : décembre 2001 / Date of end of operations : December 2001
1053.0,MEXICANA,MX,MXA,Mexique/Mexico,,Fin des opérations : 28 août 2010 / Date of end of operations : 28 August 2010
1055.0,MID-ATLANTIC FREIGHT,,MDC,USA,www.atlantic-aero.com/maf/index.html,
1056.0,MIDDEL EAST AIRLINES,ME,MEA,Liban/Lebanon,www.mea.com.lb,
1057.0,MIDWAY AIRLINES,JI,MDW,U.S.A.,,Fin des opérations : septembre 2001 / Date of end of operations : September 2001
1062.0,MINERVE,IW,MIN,France,,Fusionna avec Air Outre Mer en 1993/Merged with Air Outre Mer in 1993
1063.0,MINERVE CANADA,MR,MRV,Canada,,Dissoute en 1989/Sisolved in 1989
1064.0,MK AIRLINES,7G,MKA,Grande Bretagne/U.K.,,Fin des opérations : 9 avril 2010 / Date of end of operations : 9 April 2010
1065.0,MNG AIRLINES,MB,MNB,Turquie/Turkey,www.mngairlines.com,
1066.0,MOLDAVIAN AIRLINES,2M,MDV,Moldavie/Moldova,www.mdv.md,
1067.0,MONARCH AIRLINES,ZB,MON,Grande Bretagne/U.K.,www.flymonarch.com,
1068.0,MONTENEGRO AIRLINES,YM,MGX,Montenegro,www.montenegro-airlines.cg.yu,
1069.0,MORNINGSTAR AIR EXPRESS,ME,MAL,Canada,www.maei.ca,
1070.0,MOSPHIL AERO,,MPI,Philippines,,
1071.0,MOUNT COOK AIRLINES,NM,NZM,Nouvelle Zélande/New Zealand,,
1072.0,MOUNTAIN AIR CARGO,,MTN,USA,www.mtaircargo.com,
1076.0,MYAIR (MY WAY AIRLINES),8I,MYW,Italie/Italia,www.myair.com,
1078.0,MYANMAR AIRWAYS INTERNATIONAL,8M,MMA,Myanmar,www.maiair.com,
1080.0,MYTRAVEL AIRWAYS,VZ,MYT,Grande Bretagne/U.K.,www.mytravel.com,Fusionnée avec Thomas Cook Airlines le 31 mars 2008 / Merged with Thomas Cook Airlines on 31 March 2008
1082.0,MYTRAVELLITE,VZ,MYL,Grande Bretagne/U.K.,,Intégrée dans Mytravel Airways en 2005/Integrated into Mytravel Airways in 2005
1083.0,NATIONAIR,NX,NXA,Canada,,Fin des opérations : mars 1993 / Date of end of operations : March 1993
1084.0,NATIONAL AIRLINES,N4,NCN,Chili,,Fusionna avec Avant Airlines en 1999/Merged with Avant Airlines in 1999
1087.0,NATIONAL AIRWAYS (NAC),YJ,NTN,Afrique du Sud/South Africa,www.nac.co.za,
1089.0,NATIONAL JET SYSTEMS,NC,NJS,Australie/Australia,www.nationaljet.com.au,
1090.0,NATIONS AIR,N5,NXP,U.S.A.,,Fusionna avec Pan Am en 2000/Merged with Pan Am in 2000
1091.0,NATIONWIDE AIRLINES,CE,NTW,Afrique du Sud/South Africa,,Fin des opérations : 29 avril 2008 / Date of end of operations : 29 April 2008
1092.0,NATIONWIDE AIRLINES (ZAMBIA),4J,NWZ,Zambie/Zambia,www.flynationwaide.co.za,
1093.0,NATURE AIR,5C,NRR,Costa Rica,www.natureair.com,
1094.0,NAYSA (NAVEGACION Y SERVICIOS AEREOS CANARIOS),ZN,NAY,Espagne/Spain,www.naysa.es,
1095.0,NEFTEYUGANSK AIR ENTERPRISE,,NFT,Russie/Russia,www.nuatc.ru,
1096.0,NEW CENTRAL AIR SERVICE,,CUK,Japon/Japan,www.central-air.co.jp,
1100.0,NIGHTEXPRESS LUFTVERKHERGESELLSCHAFT,,EXT,Allemagne/Germany,www.nightexpress.de,
1101.0,NIKI,HG,NLY,Autriche/Austria,www.flyniki.com,
1102.0,NIPPON CARGO AIRLINES,KZ,NCA,Japon/Japan,www.nca.aero,
1103.0,NOBLE AIR,,NOB,Turquie/Turkey,,Fin des opérations : 1991 / Date of end of operations : 1991
1104.0,NOK AIR,DD,NOK,Thailande/Thailand,www.nokair.com,
1105.0,NOLINOR AVIATION,,NRL,Canada,www.nolinor.com,
1106.0,NORDAIR,ND,NDR,Canada,,Fusionna avec Quebecair et Pacific Western en 1987pour former Inter Canadien/Merged with Quebecair and Pacific Western to form Inter Canadian in 1987
1107.0,NORDESTE LINHAS AEREAS REGIONAIS,JH,NES,Brésil/Brazil,www.voenordeste.com.br,
1108.0,NORDIC AIRWAYS,6N,NRD,Suède/Sweden,,Fin des opérations : 24 janvier 2009 / Date of end of operations : 24 January 2009
1109.0,NOROESTE,5T,ANW,Mexique/Mexico,,Fin des opérations : 1996 / Date of end of operations : 1996
1110.0,NORSE AIR CHARTER,,NRX,Afrique du Sud/South Africa,www.norseair.co.za,
