Id,Compagnie/Airline,Code IATA/  IATA code,Code OACI/  ICAO code,Pays/Country,Website,Remarques/Remarks
2473.0,INDEPENDENT CARRIER,C3,IPR,Ukraine,,?
2474.0,INTER TRANS AIR,,ITT,Bulgarie/Bulgaria,,
2475.0,IRTYSH-AIR,IT,IRT,Kazakhstan,www.irtyshair.kz,
2477.0,JETMAGIC,GX,JMG,Irlande/Ireland,,Fin des opérations : 14 janvier 2004 / Date of end of operations : 14 January 2004
2479.0,KEENAIR CHARTER,,JFK,Grande Bretagne/U.K.,,Restructurée en sous le nom de Flykeen Airways en 2003 / Restructured under the name of Flykeen Airways in 2003
2480.0,KHALIFA AIRWAYS,K6,KZW,Algérie/Algeria,,Fin des opérations : avril 2003 / Date of end of operations : April 2003
2481.0,KLM EXEL,XT,AXL,Pays-Bas/Netherlands,,Fin des opérations : 6 novembre 2004 / Date of end of operations : 6 November 2004
2482.0,KOGALYM AVIA,7K,KGL,Russie/Russia,,Rebaptisée Kolavia en 2004/Renamed Kolavia in 2004
2484.0,KYRGYZ AIR,KT,KAF,Kyrgystan,,Fin des opérations : 2003 / Date of end of operations : 2003
2485.0,LAOAG INTERNATIONAL AIRWAYS,L7,LPN,Philippines,,
2486.0,LGW - LUFTFAHRTGESELLSCHAFT WALTER,HE,LGW,Allemagne/Germany,,
2487.0,LINEAS AEREAS ALLEGRO,LL,GRO,Mexique/Mexico,,?
2488.0,LIONAIR,,LNS,Sri Lanka,,
2489.0,MACEDONIAN AIRLINES (GREECE),,MCS,Grèce/Greece,,Fin des opérations : 12 Décembre 2003 / Date of end of operations : 12 December 2003
2490.0,MAJESTIC AIR,6M,MJC,Zimbabwe,,
2491.0,MILLION AIR CHARTER,,EXL,Afrique du Sud/South Africa,,Fin des opérations : mars 2004 / Date of end of operations : March 2004
2492.0,MINERVA AIRLINES,N4,MTC,Italie/Italia,,Fin des opérations : 25 octobre 2003 / Date of end of operations : 25 October 2003
2493.0,NAKANIHON AIRLINES,NV,NAL,Japon/Japan,,Rebaptisée Air Central le 17 février 2005/Renamed Air Central on 17 February 2005
2494.0,NAS AIR (NATIONAL AIR SERVICE),P9,NCM,Mali,,
2495.0,NECON AIR,3Z,NEC,Népal/Nepal,,Fin des opérations : mai 2003 / Date of end of operations : May 2003
2497.0,NEWAIR,8L,NAW,Danemark/Denmark,,Fin des opérations : juin 2003 / Date of end of operations : June 2003
2498.0,NIGERIA AIRWAYS,WT,NGA,Nigéria/Nigeria,,Fin des opérations : 2003 / Date of end of operations : 2003
2499.0,NORDIC AIRLINK,LF,NDC,Suède/Sweden,,
2500.0,NORTH VANCOUVER AIR,VL,NRV,Canada,,Vole sous le nom de Regency Express depuis 2003 / Trades as Regency Express since 2003
2501.0,NORTHERN AIR CHARTER,,NAG,Allemagne/Germany,,
2502.0,NORTH-SOUTH AIRWAYS,,SPK,U.S.A.,,Fin des opérations : 2004 / Date of end of operations : 2004
2504.0,OLYMPIC AVIATION,ML,OLY,Grèce/Greece,,Intégrée dans Olympic Airlines en 2003/Integrated into Olympic Airlines in 2003
2505.0,PANAIR,P2,PIT,Italie/Italia,,Fin des opérations : 2004 / Date of end of operations : 2004
2506.0,PIONEER AIR,,PER,Pakistan,,
2513.0,SAKHAVIATRANS AIRLINE,,SVT,Russie/Russia,,Fin des opérations : 2004 / Date of end of operations : 2004
2516.0,SARIT AIRLINES,,SRW,Soudan/Sudan,,Fin des opérations : 2004 / Date of end of operations : 2004
2517.0,SHINCHUO KOKU (NEW CENTRAL AIRLINES),,CUK,Japon/Japan,www.central-air.co.jp,
2518.0,SHOVKOVIY SHLYAH AIRLINES,S8,SWW,Ukraine,,Fin des opérations : 2006 / Date of end of operations : 2006
2519.0,SKY SERVICE,W9,SKS,Belgique/Belgium,,
2520.0,SKY WAY ENTERPRISES,KI,SKZ,U.S.A.,www.skywayent.com,
2521.0,SKYWARD AVIATION,K9,SGK,Canada,,Fin des opérations : 2005 / Date of end of operations : 2005
2522.0,SOBELAIR,Q7,SLR,Belgique/Belgium,,Fin des opérations : 19 janvier 2004 / Date of end of operations : 19 January 2004
2526.0,TATARSTAN AIRLINES,U9,KAZ,Russie/Russia,,Fin des opérations : octobre 2003 / Date of end of operations : October 2003
2528.0,THOMAS COOK AIRLINES GERMANY,DE,CFG,Allemagne/Germany,,Rebaptisée Condor en 2004/Renamed Condor in 2004
2529.0,TRANS AIR LINK,TY,GJB,U.S.A.,,
2536.0,VOLAR AIRLINES,XO,LTE,Espagne/Spain,,Rebaptisée LTE en 2004/Renamed LTE in 2004
2538.0,WEST AIR France,,APR,France,,Fin des opérations : 2004 / Date of end of operations : 2004
2539.0,AERO CONTINENTE CHILE,C7,NTI,Chili/Chile,,Fin des opérations : juillet 2002 / Date of end of operations : July 2002
2540.0,AEROCOZUMEL,UZ,AZM,Mexique/Mexico,,Intégrée dans Aerocaribe en 2002 / Integrated into Aero Caribe in 2002
2541.0,AEROFERINCO,,FEO,Mexique/Mexico,,Fin des opérations : 1995 / Date of end of operations : 1995
2542.0,AEROFREIGHT AIRLINES,,FRT,Russie/Russia,,
2543.0,AEROLINEAS INTERNACIONALES,N2,LNT,Mexique/Mexico,,Fin des opérations : 13 juin 2003 / Date of end of operations : 13 June 2003
2545.0,AEROLYON,4Q,AEY,France,,Fin des opérations : août 2002 / Date of end of operations : August 2002
2546.0,AEROTRANS AIRLINES,6F,PFO,Chypre/Cyprus,www.aerotrans.net,
2547.0,AER TURAS,,ATT,Irlande/Ireland,,Fin des opérations : juillet 2003 / Date of end of operations : July 2003
2548.0,AFRICAONE,Y2,AFI,Ouganda/Uganda,,Fin des opérations : 2003 / Date of end of operations : 2003
2551.0,AIR GREAT WALL,G8,CGW,Chine/China,,Fusinnée avec China Airlines en 2002 / Merged int China Airlines in 2002
2552.0,AIR GULF FALCON,QL,GLN,Emirats Arabes Unis/United Arab Emirates,,Fin des opérations : 2003 / Date of end of operations : 2003
2553.0,AIR KILROE,T3,EZE,Grande Bretagne/U.K.,,Absorbée par Eastern Airways en 2003 / Absorbed into Eastern Airways in 2003
2554.0,AIR LIB,IW,AOM,France,,Fin des opérations : février 2003 / Date of end of operations : February 2003
2556.0,AIR MOLDOVA INTERNATIONAL,RM,MLV,Moldavie/Moldova,,Fin des opérations : novembre 2002 / Date of end of operations : November 2002
2557.0,AIR NACOIA,AN,ANL,Angola,,Fin des opérations : 2003 / Date of end of operations : 2003
2558.0,AIR PLUS ARGENTINA,U3,LMP,Argentine/Argentina,,Fin des opérations : 2003 / Date of end of operations : 2003
2559.0,AIR TCHAD,HT,HTT,Tchad/Chad,,Fin des opérations : 2003 / Date of end of operations : 2003
2561.0,AIRSTAN,,JSC,Russie/Russia,,Fin des opérations : 2003 / Date of end of operations : 2003
2562.0,AIRTOURS INTERNATIONAL,VZ,AIH,Grande Bretagne/U.K.,,Rebaptisée My Travel Airways le 1er mai 2002/Rebranded My Travel Airways on 1 May 2002
2565.0,AMERICAN TRANS AIR (ATA),TZ,AMT,U.S.A.,www.ata.com,
2566.0,ANTINEA AIRLINES,HO,DJA,Algérie/Algeria,,Fusionna avec Khalifa Airways en 2003/Merged with Khalifa Airways in 2003
2574.0,ATLASJET INTERNATIONAL AIRWAYS,2U,OGE,Turquie/Turkey,,
2575.0,AVENSA - AEROVIAS VENEZOLANAS,VE,AVE,Venezuela,,Fin des opérations : 2002 / Date of end of operations : 2002
2576.0,AVIAEXPRESSCRUISE,E6,AEQ,Géorgie/Georgia,,
2578.0,AVIATION QUEBEC LABRADOR,QC,QLA,Canada,,Fin des opérations : 2003 / Date of end of operations : 2003
2579.0,AVIOIMPEX MACEDONIAN AIRWAYS,M4,AXX,Macédoine/Macedonia,,Fin des opérations : 2002 / Date of end of operations : 2002
2580.0,AVISTO,,AKB,Suisse/Switzerland,www.avisto.ch,
2581.0,BALKAN AIR TOUR,FB,LZB,Bulgarie/Bulgaria,,Fin des opérations : 2003 / Date of end of operations : 2003
2582.0,BALKAN BULGARIAN AIRLINES,LZ,LAZ,Bulgarie/Bulgaria,,Fin des opérations : décembre 2002 / Date of end of operations : December 2002
2584.0,BINTER MEDITERRANEO,AX,BIM,Espagne/Spain,,Fusionnée dans Air Nostrum en mars 2002/Merged into Air Nostrum in March 2002
2585.0,BRASIL RODO AEREO - BRA,7R,BRB,Brésil/Brazil,,Fin des opérations : novembre 2007 / Date of end of operations : November 2007
2586.0,BRATSK AVIA,,BTK,Russie/Russia,,Fin des opérations : 2002 / Date of end of operations : 2002
2587.0,BRITISH INTERNATIONAL,BS,BIH,Grande Bretagne/U.K.,,www.islesofscillyhelicopter.com/
2589.0,CCAIR,ED,CDL,U.S.A.,,Fin des opérations : 14 novembre 2002 / Date of end of operations : 14 November 2002
2590.0,CENTRAL DISTRICTS AIRLINES,,CDS,Russie/Russia,,Fin des opérations : 2003 / Date of end of operations : 2003
2591.0,CIAO FLY,,CIO,Italie/Italia,,Fin des opérations : 19 août 2002 / Date of end of operations : 19 August 2002
2592.0,CLA AIR TRANSPORT,C9,CXX,Philippines,,Projet abandonné en 2003/Failed to launch in 2003
2593.0,CONTINENTAL WINGS-COMORES AIRLINES,G9,CWG,Comores,,Fin des opérations : 2002 / Date of end of operations : 2002
2595.0,DELTA EXPRESS,DL,DAL,U.S.A.,,Fin des opérations : 2003 / Date of end of operations : 2003
2596.0,DHL AIRWAYS,ER,DHL,U.S.A.,,
2597.0,DISCOVER AIR,,DCV,U.S.A.,,Fin des opérations : 2003 / Date of end of operations : 2003
2598.0,DONBASS AIR LINES,,CPA,Ukraine,,Fin des opérations : 2003 / Date of end of operations : 2003
2599.0,EAGLE AIR,EY,EFL,Tanzanie,,Fin des opérations : 2003 / Date of end of operations : 2003
2600.0,EASTLAND AIR,DK,ELA,Australie/Australia,,Fin des opérations : juillet 2002 / Date of end of operations : juillet 2002
2601.0,ELECTRA AIRLINES,,ELD,Grèce/Greece,,Fin des opérations : 25 juin 2003/Date operations ceased : 23 June 2003
2602.0,ELF AIR,E6,EFR,Russie/Russia,,Fin des opérations : 2003/Date operations ceased : 2003
2603.0,EUROCELTIC AIRWAYS,5Q,ECL,Grande Bretagne/U.K.,,Fin des opérations : 2002 / Date of end of operations : 2002
2604.0,FREE AIRWAYS,NN,AJR,Italie/Italia,,Fin des opérations : 2003 / Date of end of operations : 2003
2605.0,GEORGIAN AIRLINES,6R,GEG,Géorgie/Georgia,,Fin des opérations : 2002 / Date of end of operations : 2002
2606.0,GO!,GO,GOE,Grande Bretagne/U.K.,,Intégrée dans Easyjet en 2002 / Integrated into Easyjet in 2002
2608.0,GROSSMAN AIR SERVICE,,HTG,Australie/Australia,,Fin des opérations : 2006 / Date of end of operations : 2006
2610.0,HAZELTON AIRLINES,ZL,HZL,Australie/Australia,,Fin des opérations : août 2002 / Date of end of operations : August 2002
2611.0,HC AIRLINES,NP,HLA,Grande Bretagne/U.K.,,Fin des opérations : août 2002 / Date of end of operations : August 2002
2612.0,HELIKOPTERSERVICE EURO,YQ,SCO,Suède/Sweden,,Fin des opérations : 2003 / Date of end of operations : 2003
2613.0,HELLENIC STAR AIRWAYS,HJ,HST,Grèce/Greece,,Fin des opérations : 2003 / Date of end of operations : 2003
2614.0,ICC AIR CARGO,,CIC,Canada,,Fin des opérations : 2003 / Date operations ceased : 2003
2617.0,IRON DRAGONFLY,F7,IDF,Russie/Russia,,Fin des opérations : 2003 / Date of end of operations : 2003
2618.0,JANA ARKA AIR COMPANY,,JAK,Kazakhstan,,Fin des opérations : 2003 / Date of end of operations : 2003
2619.0,JAPAN AIR SYSTEM,JD,JAS,Japon/Japan,,Fusionnée avec Japan Airlines en 2004/Merged into Japan Airlines in 2004
2620.0,JMC AIRLINES,MT,JMC,Grande Bretagne/U.K.,,Rebaptisée Thomas Cook Airlines le 30 mars 2003/Rebranded Thomas Cook Airlines on 30 March 2003
2621.0,KAS AIR,KW,KSD,Kyrgystan,,
2622.0,KENDELL AIRLINES,KD,KDA,Australie/Australia,,Fusionnée avec Hazelton Airlines en 2002 pour former Regional Express/Merged with Hazelton Airlines to form Regional Express
2623.0,KENYA FLAMINGO AIRLINES,YS,KFL,Kénya/Kenya,,Fin des opérations : 2003 / Date of end of operations : 2003
2624.0,KHAKASIA AIRLINES,,BKN,Russie/Russia,,Fin des opérations : 2003 / Date of end of operations : 2003
2625.0,KHAZAR AIRLINES,,KHR,Turkmenistan,,Fin des opérations : 2003 / Date of end of operations : 2003
2627.0,KYRGYZ INTERNATIONAL AIRLINES,N5,KRS,Kyrgystan,,Fin des opérations : 2003 / Date of end of operations : 2003
2628.0,LAPA - LINEAS AEREAS PRIVADAS ARGENTINAS,MJ,LPR,Argentine/Argentina,,Fin des opérations : 2003 / Date of end of operations : 2003
2629.0,LFG-LUFTFAHRTGESELLSCHAFT WALTER,HE,LGW,Allemagne/Germany,,Voir LGW / See LGW
2630.0,LINAIR HUNGARIAN REGIONAL AIRLINES,,LIN,Hongrie/Hungary,,Fin des opérations : 2003 / Date of end of operations : 2003
2631.0,LIPETSK AIR ENTERPRISE,,LIP,Russie/Russia,,Fin des opérations : 2003 / Date of end of operations : 2003
2632.0,MAERSK AIR LTD,VB,MSK,Grande Bretagne/U.K.,,Fin des opérations : 2003/Date operations ceased : 2003
2633.0,MD AIRLINES,W3,MDI,Islande/Iceland,,Fin des opérations : 2003 / Date of end of operations : 2003
2635.0,MEKONG AIRLINES,M8,MKN,Cambodge/Cambodia,,Fin des opérations : 2003 / Date of end of operations : 2003
2636.0,METROPOLIS,DN,MPS,Pays-Bas/Netherlands,,Fin des opérations : 2003 / Date of end of operations : 2003
2638.0,NACIONAL TRANSPORTES AEREOS,,NCT,Brésil/Brazil,,Fin des opérations : 2003 / Date of end of operations : 2003
2639.0,NANJING AIRLINES,3W,CNJ,Chine/China,,Fin des opérations : 2003 / Date of end of operations : 2003
2640.0,NICA - NICARAGUENSES DE AVIACION,6Y,NIS,Nicaragua,,Fin des opérations : 2004 / Date of end of operations : 2004
2641.0,ODETTE AIRWAYS,,OAW,Suisse/Switzerland,,Rebaptisée Helvetic Airways en 2003/Renamed Helvetic Airways in 2003
2642.0,OKADA AIR,9H,OKJ,Nigéria/Nigeria,,Fin des opérations : 2003 / Date of end of operations : 2003
2643.0,ORIENTAL AIRLINES,,OAC,Nigéria/Nigeria,,Fin des opérations : 2003 / Date of end of operations : 2003
2645.0,ORCA AIR,4D,ORK,Egypte/Egypt,,Fin des opérations : 2003 / Date of end of operations : 2003
2646.0,PATRIOT AIR,P7,PAA,U.S.A.,,Fin des opérations : septembre 2002 / Date of end of operations : September 2002
2647.0,PELICAN BLUE LINE,,PBL,Yougoslavie/Yugoslavia,,Rebaptisée DI Air en 2003/Renamed DI Air in 2003
2649.0,PULLMANTOUR AIR,EB,PLM,Espagne/Spain,www.pullmanturair.com,Voir Air Pullmantur / See Air Pullmantur
2655.0,SA AIRLINK,4Z,LNK,Afrique du Sud/South Africa,www.saairlink.co.za,
2656.0,SAHARA AIRLINES,6S,SHD,Algérie/Algeria,,Fin des opérations : 2003 / Date of end of operations : 2003
2657.0,SCORPIO AVIATION,8S,SCP,Egypte/Egypt,,Fin des opérations : 2002 / Date of end of operations : 2002
2660.0,SKYWAY AIRLINES,AL,SYX,U.S.A.,,Rebaptisée Midwest Connect en janvier 2002 / Renamed Midwest Connect in January 2003
2661.0,SKYWAYS ENTERPRISE,F3,FLY,Suède/Sweden,,Fin des opérations : 22 mai 2012 / Date of end of operations : May 22 2012
2662.0,SOUTHERN AUSTRALIA AIRLINES,QF,S5A,Australie/Australia,,Fin des opérations : octobre 2002 / Date of end of operations : October 2002
2663.0,STAF - SERVICIOS DE TRANSPORTES AEREOS FUEGUINOS,FS,STU,Argentine/Argentina,,
2665.0,STREAMLINE AVIATION,,SSW,Grande Bretagne/U.K.,,Acquise par Emerald Airways en octobre 2002 / Acquired by Emerald Airways in October 2002
2673.0,TRANSJET AIRWAYS,,SWL,,,
2684.0,ACCESSAIR,ZA,CYD,U.S.A.,,Fin des opérations : 27 février 2001 / Date of end of operations : 27 February 2001
2685.0,AEGEAN CRONUS AIRLINES,A3,AEE,Grèce/Greece,,Rebaptisée Aegean Airlines en 2002 / Renamed Aegean Airlines in 2002
2687.0,AEROCHAGO AIRLINES,G3,AHG,République Dominicaine/Dominican Republic,,Fin des opérations : 2006 / Date of end of operations : 2006
2688.0,AEROEXO,SX,AJO,Mexique/Mexico,,Fin des opérations : 2001 / Date of end of operations : 2001
2689.0,AEROLINEA PRINCIPAL CHILE,,PCP,Chili/Chile,www.aerolineaprincipal.cl,
2690.0,AEROLINEAS SUDAMERICANAS,,ASK,Bolivie/Bolivia,www.vueleconas.com,
2691.0,AEROMEXICO CONNECT,5D,SLI,Mexique/Mexico,www.aeromexicoconnect.com,
2692.0,AEROSUR PARAGUAY,PQ,AES,Paraguay,www.aerosurparaguay.com,
2693.0,AFFRETAIR,ZL,AFM,Zimbabwe,,Fin des opérations : 2000 / Date of end of operations : 2000
2694.0,AIR 500,,BRM,Canada,,Fin des opérations : 2006 / Date of end of operations : 2006
2695.0,AIR AFFAIRES AFRIQUE,6R,A13,Cameoun,,Fin des opérations : 2002 / Date of end of operations : 2002
2696.0,AIR ALM,LM,ALM,Antilles Néérlandaises/Netherlands Antilles,,Fin des opérations : 2001 / Date of end of operations : 2001
2697.0,AIR ALMA,QB,AAJ,Canada,,Fin des opérations : 8 janvier 2002 / Date of end of operations : 8 January 2002
2699.0,AIR ASIA,AK,AXM,Malaisie/Malaysia,,Fin des opérations : 2002 / Date of end of operations : 2002
2701.0,AIR BESIT,,BST,Italie/Italia,,Fin des opérations : 2002 / Date of end of operations : 2002
2702.0,AIR CANADA REGIONAL,QK,ARN,Canada,,Rebaptisée Air Canada Jazz en 2002 / Renamed Air Canada Jazz in 2002
2703.0,AIR CAVREL,,ACL,Grande Bretagne/U.K.,,
2704.0,AIR COMET CHILE,3I,DLU,Chili/Chile,www.aircometchile.cl,
2705.0,AIR EUROPA EXPRESS,UX,AEA,Espagne/Spain,,Fin des opérations : octobre 2001 / Date of end of operations : October 2001
2707.0,AIR INTER GABON,,AIG,Gabon,,Fin des opérations : 2002 / Date of end of operations : 2002
2708.0,AIR JAMAHIRYA,,LJA,Libye/Libya,,Fin des opérations : 2002 / Date of end of operations : 2002
2710.0,AIR NORWAY,M3,NFA,Norvège/Norway,www.airnorway.no,
2711.0,AIR PARABAT,,ASJ,Bengladesh/Bangladesh,,Fin des opérations : 2001 / Date of end of operations : 2001
2712.0,AIR SICILIA,BM,SIC,Italie/Italia,,Fin des opérations : 2002 / Date of end of operations : 2002
2714.0,AIR TURKS & CAICOS,JY,IWY,Iles Turks & Caicos / Turs & Caicos Islands,www.airturksandcaicos.com,
2719.0,ALADIA AIRLINES,,AYD,Mexique/Mexico,,Fin des opérations : 21 octobre 2008 / Date of end of operations : 21 October 2008
2720.0,ALAJNIHAH AIRWAYS,2T,ANH,Libye/Libya,www.alajnihah.com,
2721.0,ALLEGRO AIR - LINEAS AÉREAS ALLEGRO,LL,GRO,Mexique/Mexico,,Fin des opérations : 2004 / Date of end of operations : 2004
2722.0,ALMA DE MEXICO (AEROLINEAS MESOAMERICANAS),C4,MSO,Mexique/Mexico,,Fin des opérations : 8 novembre 2008 / Date of end of operations : 8 November 2008
2723.0,AMASZONAS (LÍNEA AÉREA AMASZONAS),Z8,AZN,Bolivie/Bolivia,www.amaszonas.com,
2725.0,ASIAN STAR,SS,SSA,Kyrgystan,,Fin des opérations : 2002 / Date of end of operations : 2002
2726.0,ATLANTIC COAST JET,DD,PRT,U.S.A.,,Fin des opérations : 2002 / Date of end of operations : 2002
2728.0,AUSTRIAN AIR TRANSPORT,AU,AUC,Autriche/Austria,,Incorporé dans Lauda Air en 2001/Incorporated into Lauda Air in 2001
2729.0,AUSTROJET,,AUJ,Autriche/Austria,www.austrojet.com,
2731.0,AVION EXPRESS,N9,NVD,Lituanie/Lithuania,www.avex.lt,
2732.0,AZTECA AIRLINES - LINEAS AEREAS AZTECA,ZE,LCD,Mexique/Mexico,,Fin des opérations : 2002 / Date of end of operations : 2002
2733.0,BAHRAIN AIR,2B,BAB,Bahrain,,Fin des opérations : 12 février 2013 / Date of end of operations :February 12 2013
2734.0,BALTIC EXPRESS LINE,LT,LTB,Lettonie/Latvia,,Fin des opérations : 2002 / Date of end of operations : 2002
2735.0,BARENTS AIRLINK,8N,NKF,Suède/Sweden,www.barentairlink.se,
2736.0,BASE REGIONAL AIRLINES,5E,BRO,Pays-Bas/Netherlands,,Fin des opérations : 2001 / Date of end of operations : 2001
2737.0,BASLER AIRLINES,BF,BFC,U.S.A.,www.baslerflightservice.com,
2739.0,BEST AIR,5Q,BEA,Bangladesh,,Fin des opérations : 2010 / Date of end of operations : 2010
2740.0,BLUE AIRLINES,,BUL,Rép. Dém. Du Congo/Dem. Rep. Of Congo,,Fin des opérations : 2002 / Date of end of operations : 2002
2741.0,BRITISH EUROPEAN,BE,JEA,Grande Bretagne/U.K.,,Rebaptisée Flybe le 18 juillet 2002 / Rebranded Flybe on 18 July 2002
2742.0,BRITISH WORLD AIRLINES,VF,BWL,Grande Bretagne/U.K.,,Fin des opérations : décembre 2001 / Date of end of operations : December 2001
2743.0,CARAIBES AIR TRANSPORT,,ISB,France,,Fin des opérations : 2001 / Date of end of operations : 2001
2744.0,CARGO AIR,,CGF,Bulgarie/Bulgaria,www.cargoair.bg,
2745.0,CARGO B AIRLINES,BB,CBB,Belgique/Belgium,www.cargob.com,
2747.0,CARPATHIAN AIR TRANSPORT,KC,SPP,Hongrie/Hungary,,Fin des opérations : 2002 / Date of end of operations : 2002
2749.0,CEIBA INTERCONTINENTAL,G8,CEL,Guinée Equatoriale/Equatorial Guinea,www.flyceiba.com,
2751.0,CHINA EXPRESS AIRLINES,G5,HXA,Chine/China,www.chinaexpressair.com,
2752.0,CHOLA,9L,CJC,U.S.A.,www.colganair.com,
2753.0,CHONGQING AIRLINES,OQ,CQN,Chine/China,www.flycq.com,
2754.0,CINTINENTAL EXPRESS,,BTA,U.S.A.,,Fin des opérations : 2002 / Date of end of operations : 2002
2755.0,CITY LINK AIRLINES,,CRG,Nigéria/Nigeria,,Fin des opérations : 2002 / Date of end of operations : 2002
2756.0,COMED AVIATION,5W,CDE,Grande Bretagne/U.K.,,Fin des opérations : février 2001 / Date of end of operations : February 2001
2757.0,COMMUNITY AIRLINES,CA,CML,Tanzanie/Tanzania,www.communityair.co.tz,
2758.0,COMPAGNIE AERONAUTIQUE EUROPEENNE - CAE,C9,FEU,France,,Fin des opérations : 2002 / Date of end of operations : 2002
2759.0,COMPASS AIRLINES,CP,CPZ,U.S.A.,www.compassairline.com,
2762.0,CROSSAIR,LX,CRX,Suisse/Switzerland,,Rebaptisée Swiss au 31 mars 2001 / Rebranded Swiss from 31 March 2001
2763.0,DELTA AIR TRANSPORT,DA,DAT,Belgique/Belgium,,Devint SN Brussels Airlines en 2002 / Became SN Brussels Airlines in 2002
2764.0,DONAVIA AIRLINES,D9,DNV,Russie/Russia,,Rebaptisée Aeroflot-Don en 2001 / Renamed Aeroflot-Don in 2001
2765.0,EAGLE AIRLINES,ZN,EAV,Autriche/Austria,,Fin des opérations : 2002 / Date of end of operations : 2002
2766.0,EAGLE AVIATION,Y4,EQA,Kénya/Kenya,,Fin des opérations : 2002 / Date of end of operations : 2002
2767.0,EASTERN SKYJETS,EA,ESJ,Emirats Arabes Unis/United Arab Emirates,,
2768.0,EASYFLY,,EFY,Colombie/Colombia,www.easyfly.com,
2769.0,ECOAIR INTERNATIONAL,9H,DEI,Algérie/Algeria,,Fin des opérations : 2002 / Date of end of operations : 2002
2770.0,ECUATORIANA DE AVIACION,EU,EEA,Equateur/Ecuador,,Fin des opérations : 2001 / Date of end of operations : 2001
2771.0,ELBRUS-AVIA,,NLK,Russie/Russia,,
2772.0,ELK AIRWAYS,S8,ELK,Estonie/Estonia,,Fin des opérations : 2002 / Date of end of operations : 2002
2773.0,EMERY WORLDWIDE,E8,EWW,U.S.A.,,Fin des opérations : 2003 / Date operations ceased : 2003
2775.0,ERAM AIR,YE,IRY,Iran,www.eramair.com,
2778.0,EUROPEAN AIR CARGO,,EAC,Espagne/Spain,,Fin des opérations : 2002 / Date of end of operations : 2002
2779.0,EUROSUN AIRLINES,,ESN,Turquie/Turkey,,Fin des opérations : 2002 / Date of end of operations : 2002
2780.0,EXPRESS AIRLINES,9E,FLG,U.S.A.,,Fin des opérations : 2002 / Date of end of operations : 2002
2781.0,FARNAIR GERMANY,,EPA,Allemagne/Germany,,Fin des opérations : 2002 / Date of end of operations : 2002
2782.0,FARNAIR NETHERLANDS,,FRN,Pays-Bas/Netherlands,,Fin des opérations : 2004 / Date of end of operations : 2004
2783.0,FEDERICO II AIRWAYS,2D,FDE,Italie/Italia,,Fin des opérations : septembre 2001 / Date of end of operations : September 2001
2784.0,FINE AIR,FB,FBF,U.S.A.,,Fin des opérations : 2002 / Date of end of operations : 2002
2785.0,FIREFLY,FY,FFY,Malaisie/Malaysia,www.firefly.com.my,
2787.0,FLIGHT WEST AIRLINES,YC,FWQ,Australie/Australia,,Fin des opérations : 19 juin 2001 / Date of end of operations : 19 June 2001
2788.0,FLY EXCELLENT,F3,FXL,Suède/Sweden,,Fin des opérations : décembre 2008 / Date of end of operations : December 2008
2791.0,FUJIAN AIRLINES,IV,CFJ,Chine/China,,Fin des opérations : 2002 / Date of end of operations : 2002
2792.0,FUTURA GAEL,,FGL,Irlande/Ireland,,Fin des opérations : 8 septembre 2008 / Date of end of operations : 8 September 2008
2793.0,GALAXY AIR,7O,GAL,Kyrgystan,www.galaxy.aero,
2794.0,GALAXI AIRWAYS,9G,GLX,Grèce/Greece,,Fin des opérations : 2001 / Date of end of operations : 2001
2795.0,GN AIRLINES,QB,GFG,Géorgie/Georgia,www.national-avia.com,
2796.0,GRAND STAR CARGO INTERNATIONAL,GD,GSC,U.S.A.,www.grandstarcargo.com,
2797.0,GREENLANDAIR,GL,GRL,Groenland,,Fin des opérations : 2002 / Date of end of operations : 2002
2798.0,GRIZODUBOVA AIR,G4,GZD,Russie/Russia,,
2800.0,HELENAIR CARIBBEAN,2Y,HCL,Sainte Lucie / Saint Lucia,,Fin des opérations : 2002 / Date of end of operations : 2002
2801.0,HELLENIC IMPERIAL AIRWAYS,HT,IMP,Grèce/Greece,www.hellenicairways.com,
2804.0,ILYICH-AVIA,,ILL,Ukraine,www.ilyich.com.ua,Fin des opérations : 20 mars 2010 / Date operations ceased : 20 March 2010
2805.0,IMTREC AVIATION,,IMT,Cambodge/Cambodia,www.imtrec.com,
2806.0,INTERAIR,D6,ILN,Afrique du Sud/South Africa,,
2807.0,INTERBRASIL STAR,Q9,ITB,Brésil/Brazil,,Fin des opérations : 2003 / Date operations ceased : 2003
2809.0,ISLAND AIRLINES,IS,ISA,U.S.A.,www.islandair.net,
2810.0,ITEK AIR,GI,IKA,Kyrgystan,,Fin des opérations : novembre 2010 / Date of end of operations : November 2010
2811.0,JARO INTERNATIONAL,JT,MDJ,Roumanie/Romania,,Fin des opérations : 2003 / Date of end of operations : 2003
2812.0,JETAIRFLY,TB,JAF,Belgique/Belgium,www.tub.jetair.be,
2813.0,JETLINK EXPRESS,JO,JLK,Kénya/Kenya,,Fin des opérations : 16 novembre 2012 / Date of end of operations : November 16 2012
2814.0,JETLITE,S2,JLL,Inde/India,www.jetlite.com,
2815.0,JETSTREAM EXPRESS,,JXT,Grande Bretagne/U.K.,,Fin des opérations : 30 juin 2007 / Date of end of operations : 30 June 2007
2816.0,JUBBA AIRWAYS,3J,JBW,Somalie/Somalia,www.jubba-airways.com,
